Período;Região;Entidade;Localização Geográfica;Grupo Sanguíneo;Nº Total de Unidades de Sangue Colhidas;Nº Total de Unidades de Sangue Colhidas no Grupo Etário <25 anos
2021-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;A-;;
2021-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;AB-;;
2021-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;O+;499;0
2021-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;O+;;
2021-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;O+;113;0
2021-02;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;O+;;
2021-03;Entidade Central;Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;O-;784;92
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;AB+;;
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Total;199;0
2021-03;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;AB-;;
2021-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;O+;;
2021-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;O+;;
2021-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;O+;;
2021-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;B+;;
2021-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;B-;;
2021-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;AB+;;
2021-03;Região de Saúde LVT;Hospital de Cascais, PPP;;B-;;
2021-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;O-;;
2021-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;AB-;;
2021-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;AB-;1;0
2021-03;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884, -8.5458794;B-;;
2021-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;A-;;
2021-03;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;B+;34;6
2021-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;B-;6;2
2021-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;AB+;13;2
2021-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;A-;;
2021-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;B-;6;0
2021-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;B-;;
2021-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;O-;;
2021-04;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;O+;;
2021-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;O+;;
2021-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;AB+;12;1
2021-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;O-;;
2021-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;B-;3;0
2021-04;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;AB-;;
2021-04;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;A+;176;30
2021-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;O-;;
2021-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;AB-;;
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;AB-;;
2021-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;O-;37;0
2021-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;A-;8;
2021-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;A+;;
2021-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;A+;;
2021-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;B+;;
2021-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;B+;;
2021-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;B-;;
2021-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;A-;;
2021-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;A-;;
2021-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;O-;;
2021-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;A-;;
2021-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;A+;;
2021-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;B+;4;
2021-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;AB+;2;
2021-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;O-;;
2021-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Total;;
2021-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;AB-;;
2021-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;O-;;
2021-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;B+;;
2021-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;A-;;
2021-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;A+;;
2021-06;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;A+;;
2021-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;A+;225;27
2021-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;41.3828711, -8.7589945;B+;;
2021-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;B+;;
2021-06;Região de Saúde LVT;Hospital de Cascais, PPP;;A-;;
2021-07;Entidade Central;Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;AB-;40;0
2021-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;O-;11;0
2021-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;O+;88;12
2021-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;B-;6;1
2021-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;AB-;;
2021-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;A+;;
2021-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;B+;;
2021-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;AB+;;
2021-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;AB-;;
2021-07;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967, -8.6318023;B+;;
2021-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;AB+;28;0
2021-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;AB+;10;0
2021-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;O+;;
2021-07;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;B+;;
2021-07;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884, -8.5458794;B+;;
2021-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;O-;;
2021-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;AB-;;
2021-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Total;125;0
2021-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;O+;98;4
2021-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;A-;30;2
2021-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;B-;;
2021-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;AB+;;
2021-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;AB-;;
2021-08;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;AB+;;
2021-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;B-;;
2021-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Total;;
2021-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;AB-;5;0
2021-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;B+;;
2021-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;O+;238;47
2021-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;O+;;
2021-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;B+;31;
2021-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;A-;;
2021-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;AB+;;
2021-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;AB+;7;1
2021-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;B-;;
2021-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;41.3828711, -8.7589945;B+;;
2021-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;A-;47;6
2021-10;Entidade Central;Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;O+;3416;409
2021-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;B+;;
2021-10;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;O-;;
2021-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;AB-;1;
2021-10;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;AB+;5;0
2021-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Total;;
2021-11;Entidade Central;Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;B-;133;16
2021-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;A-;;
2021-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;AB-;;
2021-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;B+;6;
2021-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;O-;;
2017-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Total;;
2017-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;O+;6;38
2017-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;O-;;
2017-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;B+;16;0
2017-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;O-;;
2017-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;O+;;
2017-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;AB-;;
2017-04;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967, -8.6318023;A-;;
2017-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;A+;;
2017-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Total;629;108
2017-04;Região de Saúde LVT;Hospital de Cascais, PPP;38.728943, -9.418412;Total;;
2017-05;Entidade Central;Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;A+;3474;411
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;AB-;1;0
2017-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;O+;183;8
2017-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;AB+;;
2017-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;A-;16;1
2017-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;AB-;1;0
2017-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;B-;16;0
2017-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;O-;;
2017-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;A-;;
2017-05;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Total;;
2017-05;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884, -8.5458794;B+;;
2017-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;A+;174;16
2017-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;AB+;;
2017-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;AB+;;
2017-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;41.3828711, -8.7589945;B+;;
2017-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;A+;;
2017-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821351, -9.176333;A+;;
2017-07;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;AB-;2;0
2017-07;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;B-;2;0
2017-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;B+;21;2
2017-07;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;A+;;
2017-07;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967, -8.6318023;Total;;
2017-07;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967, -8.6318023;O-;;
2017-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;B+;42;4
2017-07;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884, -8.5458794;AB+;;
2017-07;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;O+;;
2017-07;Região de Saúde LVT;Hospital de Loures, PPP;38.821351, -9.176333;A-;;
2017-07;Região de Saúde LVT;Hospital de Cascais, PPP;38.728943, -9.418412;O+;;
2017-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;B+;;
2017-08;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;AB-;;
2017-08;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;AB+;10;0
2017-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;B+;;
2017-08;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;A-;;
2017-08;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967, -8.6318023;AB-;;
2017-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;AB-;2;1
2017-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;AB+;;
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;B+;;
2017-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;A-;27;3
2017-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;A+;;
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821351, -9.176333;B+;;
2017-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.728943, -9.418412;B-;;
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;AB-;;
2017-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;A-;28;3
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;AB-;;
2017-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;O-;53;0
2017-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;B-;;
2017-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;O+;;
2017-10;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;B-;15;1
2017-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;O-;30;1
2017-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;A+;;
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;AB-;;
2017-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;B+;;
2017-11;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967, -8.6318023;A-;;
2017-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;A-;7;0
2017-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;AB-;;
2017-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;AB+;;
2017-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;AB-;1;0
2017-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;O+;;
2017-12;Região de Saúde do Algarve;Centro Hospitalar e Universitário do Algarve, EPE;37.0238973, -7.9281554;O-;;
2017-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;B+;25;4
2017-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;A+;;
2017-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;AB+;;
2017-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;AB-;;
2017-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;O+;;
2017-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;AB-;;
2018-01;Entidade Central;Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;AB+;197;16
